n,t,mx,z,norm
1.740013537100000000e+10,1.093282749060030212e+11,-7.364133965142217741e-01,7.364133965142217741e-01,9.999986781178896722e-01
1.757770896600000000e+10,1.104440027090500793e+11,7.331697651785645808e-01,7.331697651785645808e-01,9.999986646278090641e-01
1.775709475300000000e+10,1.115711168502453308e+11,-7.278955627234330317e-01,7.278955627234330317e-01,9.999986509998765039e-01
1.793831122600000000e+10,1.127097335308178253e+11,7.229982682089648449e-01,7.229982682089648449e-01,9.999986372330039730e-01
1.812137706700000000e+10,1.138599701332355042e+11,-7.156864543342614793e-01,7.156864543342614793e-01,9.999986233255024892e-01
1.830631115000000000e+10,1.150219452463378296e+11,7.127616231492600596e-01,7.127616231492600596e-01,9.999986092762045420e-01
1.849313254100000000e+10,1.161957786653358917e+11,-7.057773845578338978e-01,7.057773845578338978e-01,9.999985950833912840e-01
1.868186050000000000e+10,1.173815914043786774e+11,7.006838428756192449e-01,7.006838428756192449e-01,9.999985807458848797e-01
1.887251448400000000e+10,1.185795057154027252e+11,6.944395371621067126e-01,6.944395371621067126e-01,9.999985662619745863e-01
1.906511415000000000e+10,1.197896451069816284e+11,6.881750185049607671e-01,6.881750185049607671e-01,9.999985516302630773e-01
1.925967935300000000e+10,1.210121343317596436e+11,-6.830696273305221222e-01,6.830696273305221222e-01,9.999985368491540738e-01
1.945623015200000000e+10,1.222470994241508484e+11,6.764382600676323021e-01,6.764382600676323021e-01,9.999985219173636031e-01
1.965478681000000000e+10,1.234946677003391266e+11,6.705072241974372460e-01,6.705072241974372460e-01,9.999985068331076477e-01
1.985536979900000000e+10,1.247549677896940918e+11,-6.658300937200771763e-01,6.658300937200771763e-01,9.999984915948472164e-01
2.005799979800000000e+10,1.260281296222047119e+11,6.558761727578584777e-01,6.558761727578584777e-01,9.999984762012098516e-01
2.026269769600000000e+10,1.273142844473288574e+11,6.511225068550299255e-01,6.511225068550299255e-01,9.999984606503895535e-01
2.046948459800000000e+10,1.286135648716924438e+11,6.450683612862682104e-01,6.450683612862682104e-01,9.999984449408841902e-01
2.067838182100000000e+10,1.299261048339566498e+11,-6.366748855937707230e-01,6.366748855937707230e-01,9.999984290709910129e-01
2.088941090400000000e+10,1.312520396676498413e+11,6.306260326828723173e-01,6.306260326828723173e-01,9.999984130392711723e-01
2.110259360200000000e+10,1.325915060634683380e+11,6.262836054614397963e-01,6.262836054614397963e-01,9.999983968438580506e-01
2.131795189300000000e+10,1.339446421132588501e+11,-6.174975163347921070e-01,6.174975163347921070e-01,9.999983804831461542e-01
2.153550798000000000e+10,1.353115873225847321e+11,6.097290690943686364e-01,6.097290690943686364e-01,9.999983639555585224e-01
2.175528429200000000e+10,1.366924826170092468e+11,6.013794138742165618e-01,6.013794138742165618e-01,9.999983472592740563e-01
