n,t,mx,z,norm
2.953000000000000000e+03,1.855424621210131954e+04,1.007703485684935951e-01,-1.007703485684935951e-01,1.000000000000012434e+00
2.964000000000000000e+03,1.862336125048029498e+04,-6.972064032303142422e-01,-6.972064032303142422e-01,9.999999999999968914e-01
2.976000000000000000e+03,1.869875947416644703e+04,-3.033296811250045522e-02,-3.033296811250045522e-02,9.999999999999684697e-01
2.987000000000000000e+03,1.876787451254542248e+04,1.150138684266124520e-02,-1.150138684266124520e-02,1.000000000000009104e+00
2.999000000000000000e+03,1.884327273623157816e+04,1.113071703739968166e-01,-1.113071703739968166e-01,1.000000000000039524e+00
3.011000000000000000e+03,1.891867095991773385e+04,-2.142228891782461120e-01,2.142228891782461120e-01,9.999999999999583666e-01
3.022000000000000000e+03,1.898778599829670929e+04,8.720958785555810167e-02,8.720958785555810167e-02,1.000000000000016875e+00
3.034000000000000000e+03,1.906318422198286498e+04,4.937239234401800125e-01,4.937239234401800125e-01,1.000000000000016653e+00
3.046000000000000000e+03,1.913858244566902067e+04,3.092773181420537254e-01,3.092773181420537254e-01,1.000000000000012657e+00
3.058000000000000000e+03,1.921398066935517636e+04,3.950169331833851549e-01,3.950169331833851549e-01,9.999999999999695799e-01
3.070000000000000000e+03,1.928937889304132841e+04,4.614260297132491973e-01,4.614260297132491973e-01,1.000000000000029088e+00
3.082000000000000000e+03,1.936477711672748410e+04,1.532643467958942352e-01,1.532643467958942352e-01,1.000000000000007772e+00
3.094000000000000000e+03,1.944017534041363979e+04,6.004370490275428018e-01,6.004370490275428018e-01,9.999999999999846789e-01
3.106000000000000000e+03,1.951557356409979548e+04,8.298425977125273301e-02,8.298425977125273301e-02,1.000000000000010880e+00
3.118000000000000000e+03,1.959097178778595116e+04,1.338345700757896939e-01,1.338345700757896939e-01,1.000000000000017097e+00
3.130000000000000000e+03,1.966637001147210322e+04,8.439596055886289250e-02,8.439596055886289250e-02,9.999999999999870104e-01
3.142000000000000000e+03,1.974176823515825890e+04,-1.541963432474509066e-01,-1.541963432474509066e-01,1.000000000000005995e+00
3.154000000000000000e+03,1.981716645884441459e+04,-9.107360102122280532e-02,-9.107360102122280532e-02,1.000000000000017986e+00
3.167000000000000000e+03,1.989884786783775053e+04,1.664047724426450103e-01,-1.664047724426450103e-01,9.999999999999771294e-01
3.179000000000000000e+03,1.997424609152390622e+04,2.882845009285365800e-01,-2.882845009285365800e-01,1.000000000000007327e+00
3.191000000000000000e+03,2.004964431521005827e+04,5.773505128160121291e-01,-5.773505128160121291e-01,1.000000000000005107e+00
3.204000000000000000e+03,2.013132572420339420e+04,-2.677644047228572299e-01,-2.677644047228572299e-01,1.000000000000020206e+00
3.216000000000000000e+03,2.020672394788954989e+04,-4.056655907114108950e-01,-4.056655907114108950e-01,9.999999999999653610e-01
3.229000000000000000e+03,2.028840535688288219e+04,3.719915435047612684e-01,-3.719915435047612684e-01,1.000000000000039302e+00
3.241000000000000000e+03,2.036380358056903788e+04,1.006964597653819127e-01,-1.006964597653819127e-01,1.000000000000013323e+00
3.254000000000000000e+03,2.044548498956237381e+04,-2.680412214286467809e-01,-2.680412214286467809e-01,1.000000000000000666e+00
3.266000000000000000e+03,2.052088321324852950e+04,5.453959879129959346e-03,5.453959879129959346e-03,1.000000000000010658e+00
3.279000000000000000e+03,2.060256462224186180e+04,9.182044342473622001e-02,-9.182044342473622001e-02,1.000000000000029310e+00
3.292000000000000000e+03,2.068424603123519773e+04,2.670615980909273324e-01,2.670615980909273324e-01,9.999999999999865663e-01
3.305000000000000000e+03,2.076592744022853367e+04,-2.356752292665469789e-02,2.356752292665469789e-02,1.000000000000042855e+00
3.318000000000000000e+03,2.084760884922186597e+04,5.994429256370110704e-01,5.994429256370110704e-01,1.000000000000018208e+00
3.331000000000000000e+03,2.092929025821520190e+04,-1.637490771718178584e-01,1.637490771718178584e-01,1.000000000000001998e+00
3.343000000000000000e+03,2.100468848190135759e+04,-3.452041737908757568e-01,3.452041737908757568e-01,1.000000000000021538e+00
3.356000000000000000e+03,2.108636989089468989e+04,4.364902044305025153e-01,4.364902044305025153e-01,1.000000000000041744e+00
3.370000000000000000e+03,2.117433448519520607e+04,9.211988374981695815e-02,9.211988374981695815e-02,1.000000000000016431e+00
3.383000000000000000e+03,2.125601589418854201e+04,-3.227294009644378070e-01,3.227294009644378070e-01,1.000000000000051070e+00
3.396000000000000000e+03,2.133769730318187430e+04,2.367020534871852044e-01,2.367020534871852044e-01,1.000000000000022427e+00
3.409000000000000000e+03,2.141937871217521024e+04,-1.425171147145682105e-01,1.425171147145682105e-01,1.000000000000032196e+00
3.422000000000000000e+03,2.150106012116854254e+04,-1.766229645391993452e-01,-1.766229645391993452e-01,1.000000000000021094e+00
3.436000000000000000e+03,2.158902471546905872e+04,1.077478993750111483e-02,1.077478993750111483e-02,1.000000000000069056e+00
3.449000000000000000e+03,2.167070612446239465e+04,4.902073874220560512e-01,-4.902073874220560512e-01,1.000000000000032419e+00
3.462000000000000000e+03,2.175238753345572695e+04,-2.432788819671450331e-01,-2.432788819671450331e-01,1.000000000000044187e+00
3.476000000000000000e+03,2.184035212775624314e+04,-5.262585385337449351e-01,-5.262585385337449351e-01,1.000000000000042411e+00
3.489000000000000000e+03,2.192203353674957543e+04,2.225184049772029049e-01,-2.225184049772029049e-01,1.000000000000036859e+00
3.503000000000000000e+03,2.200999813105009162e+04,4.588735683827042111e-01,-4.588735683827042111e-01,1.000000000000032863e+00
3.517000000000000000e+03,2.209796272535060416e+04,2.365285151803507291e-01,-2.365285151803507291e-01,1.000000000000060618e+00
3.530000000000000000e+03,2.217964413434394010e+04,-2.725323813210492677e-02,-2.725323813210492677e-02,1.000000000000044631e+00
3.544000000000000000e+03,2.226760872864445264e+04,-3.667944682233043041e-02,-3.667944682233043041e-02,1.000000000000076827e+00
3.558000000000000000e+03,2.235557332294496882e+04,-1.633139132693601225e-01,-1.633139132693601225e-01,1.000000000000072609e+00
3.572000000000000000e+03,2.244353791724548137e+04,5.000792681715028332e-01,5.000792681715028332e-01,1.000000000000019540e+00
3.586000000000000000e+03,2.253150251154599755e+04,1.459062943342748220e-01,1.459062943342748220e-01,1.000000000000091038e+00
3.600000000000000000e+03,2.261946710584651009e+04,3.512909247372910104e-01,3.512909247372910104e-01,1.000000000000047740e+00
3.614000000000000000e+03,2.270743170014702628e+04,2.996740073071475496e-01,2.996740073071475496e-01,1.000000000000050404e+00
3.628000000000000000e+03,2.279539629444753882e+04,4.342738680591817224e-01,4.342738680591817224e-01,1.000000000000085043e+00
3.642000000000000000e+03,2.288336088874805137e+04,2.704440113686281677e-01,2.704440113686281677e-01,1.000000000000089706e+00
3.656000000000000000e+03,2.297132548304856755e+04,3.230006072500387071e-01,3.230006072500387071e-01,1.000000000000036193e+00
3.670000000000000000e+03,2.305929007734908009e+04,1.059545374858174016e-01,1.059545374858174016e-01,1.000000000000107914e+00
3.684000000000000000e+03,2.314725467164959628e+04,1.091789614774378026e-01,1.091789614774378026e-01,1.000000000000055289e+00
3.699000000000000000e+03,2.324150245125728907e+04,1.874543083765423668e-01,-1.874543083765423668e-01,1.000000000000043299e+00
3.713000000000000000e+03,2.332946704555780525e+04,1.132454333357976739e-01,-1.132454333357976739e-01,1.000000000000088152e+00
3.728000000000000000e+03,2.342371482516549804e+04,-3.370602978420357276e-01,-3.370602978420357276e-01,1.000000000000058398e+00
3.742000000000000000e+03,2.351167941946601059e+04,-2.660674746170992311e-01,-2.660674746170992311e-01,1.000000000000085265e+00
3.757000000000000000e+03,2.360592719907370702e+04,5.116778412040559054e-01,-5.116778412040559054e-01,1.000000000000075717e+00
3.771000000000000000e+03,2.369389179337421956e+04,3.286012351358399419e-01,-3.286012351358399419e-01,1.000000000000085487e+00
3.786000000000000000e+03,2.378813957298191235e+04,-4.373311424634357403e-01,-4.373311424634357403e-01,1.000000000000097478e+00
3.801000000000000000e+03,2.388238735258960878e+04,1.320337655507985986e-01,-1.320337655507985986e-01,1.000000000000076827e+00
3.815000000000000000e+03,2.397035194689012133e+04,3.468569742675791101e-01,-3.468569742675791101e-01,1.000000000000071720e+00
3.830000000000000000e+03,2.406459972649781412e+04,1.367978710287085786e-01,1.367978710287085786e-01,1.000000000000096145e+00
3.845000000000000000e+03,2.415884750610551055e+04,9.359800592250264173e-02,-9.359800592250264173e-02,1.000000000000076827e+00
3.860000000000000000e+03,2.425309528571320334e+04,3.729135438874391362e-01,3.729135438874391362e-01,1.000000000000051070e+00
3.875000000000000000e+03,2.434734306532089613e+04,-2.357561516898866727e-01,2.357561516898866727e-01,1.000000000000099476e+00
3.890000000000000000e+03,2.444159084492858892e+04,4.565306495737720960e-01,4.565306495737720960e-01,1.000000000000056177e+00
3.905000000000000000e+03,2.453583862453628535e+04,-3.388644186655977997e-01,3.388644186655977997e-01,1.000000000000089262e+00
3.921000000000000000e+03,2.463636958945115839e+04,-1.899255079439449712e-01,1.899255079439449712e-01,1.000000000000074385e+00
3.936000000000000000e+03,2.473061736905885118e+04,3.824651691787397390e-01,3.824651691787397390e-01,1.000000000000044631e+00
3.951000000000000000e+03,2.482486514866654397e+04,-1.895359988374322180e-01,1.895359988374322180e-01,1.000000000000104361e+00
3.967000000000000000e+03,2.492539611358141701e+04,-2.833311675050358136e-02,2.833311675050358136e-02,1.000000000000073497e+00
3.982000000000000000e+03,2.501964389318911344e+04,-1.338120550775351303e-01,-1.338120550775351303e-01,1.000000000000052403e+00
3.998000000000000000e+03,2.512017485810398648e+04,-3.092246824221785984e-01,-3.092246824221785984e-01,1.000000000000098588e+00
4.013000000000000000e+03,2.521442263771167927e+04,3.270066703991751922e-01,-3.270066703991751922e-01,1.000000000000045075e+00
4.029000000000000000e+03,2.531495360262655231e+04,2.338041620847909619e-01,-2.338041620847909619e-01,1.000000000000094591e+00
