n,t,mx,z,norm
2.200000000000000000e+01,1.382300767579508829e+02,9.691724777221679688e-01,9.691724777221679688e-01,1.000000000000000000e+00
2.300000000000000000e+01,1.445132620651304762e+02,-9.902788996696472168e-01,9.902788996696472168e-01,1.000000000000000000e+00
2.400000000000000000e+01,1.507964473723100696e+02,9.689826965332031250e-01,9.689826965332031250e-01,1.000000000000000000e+00
2.500000000000000000e+01,1.570796326794896629e+02,-9.902788996696472168e-01,9.902788996696472168e-01,9.999999403953552246e-01
2.600000000000000000e+01,1.633628179866692562e+02,9.687773585319519043e-01,9.687773585319519043e-01,1.000000119209289551e+00
2.700000000000000000e+01,1.696460032938488212e+02,-9.902787208557128906e-01,9.902787208557128906e-01,1.000000000000000000e+00
2.800000000000000000e+01,1.759291886010284145e+02,9.685553312301635742e-01,9.685553312301635742e-01,1.000000000000000000e+00
2.900000000000000000e+01,1.822123739082080078e+02,-9.902787208557128906e-01,9.902787208557128906e-01,1.000000000000000000e+00
3.000000000000000000e+01,1.884955592153875727e+02,9.683175086975097656e-01,9.683175086975097656e-01,1.000000000000000000e+00
3.100000000000000000e+01,1.947787445225671661e+02,-9.902786016464233398e-01,9.902786016464233398e-01,1.000000000000000000e+00
3.200000000000000000e+01,2.010619298297467594e+02,9.680621623992919922e-01,9.680621623992919922e-01,1.000000000000000000e+00
3.300000000000000000e+01,2.073451151369263528e+02,-9.902786016464233398e-01,9.902786016464233398e-01,1.000000000000000000e+00
3.400000000000000000e+01,2.136283004441059461e+02,9.677908420562744141e-01,9.677908420562744141e-01,1.000000000000000000e+00
3.500000000000000000e+01,2.199114857512855110e+02,-9.902784228324890137e-01,9.902784228324890137e-01,1.000000000000000000e+00
3.600000000000000000e+01,2.261946710584651044e+02,9.675030708312988281e-01,9.675030708312988281e-01,1.000000000000000000e+00
3.700000000000000000e+01,2.324778563656446977e+02,-9.902784228324890137e-01,9.902784228324890137e-01,1.000000000000000000e+00
3.800000000000000000e+01,2.387610416728242626e+02,9.671983718872070312e-01,9.671983718872070312e-01,1.000000000000000000e+00
3.900000000000000000e+01,2.450442269800038559e+02,-9.902782440185546875e-01,9.902782440185546875e-01,1.000000000000000000e+00
4.000000000000000000e+01,2.513274122871834493e+02,9.668779373168945312e-01,9.668779373168945312e-01,1.000000000000000000e+00
4.100000000000000000e+01,2.576105975943630142e+02,-9.902782440185546875e-01,9.902782440185546875e-01,1.000000000000000000e+00
4.200000000000000000e+01,2.638937829015426360e+02,9.665414690971374512e-01,9.665414690971374512e-01,1.000000000000000000e+00
4.300000000000000000e+01,2.701769682087222009e+02,-9.902781248092651367e-01,9.902781248092651367e-01,1.000000000000000000e+00
4.400000000000000000e+01,2.764601535159017658e+02,9.661878347396850586e-01,9.661878347396850586e-01,1.000000000000000000e+00
4.500000000000000000e+01,2.827433388230813875e+02,-9.902781248092651367e-01,9.902781248092651367e-01,1.000000000000000000e+00
4.600000000000000000e+01,2.890265241302609525e+02,9.658173322677612305e-01,9.658173322677612305e-01,1.000000000000000000e+00
4.700000000000000000e+01,2.953097094374405742e+02,-9.902779459953308105e-01,9.902779459953308105e-01,1.000000000000000000e+00
4.800000000000000000e+01,3.015928947446201391e+02,9.654307365417480469e-01,9.654307365417480469e-01,1.000000000000000000e+00
4.900000000000000000e+01,3.078760800517997041e+02,-9.902777671813964844e-01,9.902777671813964844e-01,9.999999403953552246e-01
5.000000000000000000e+01,3.141592653589793258e+02,9.650287628173828125e-01,9.650287628173828125e-01,1.000000000000000000e+00
5.100000000000000000e+01,3.204424506661588907e+02,-9.902776479721069336e-01,9.902776479721069336e-01,9.999999403953552246e-01
5.200000000000000000e+01,3.267256359733385125e+02,9.646100997924804688e-01,9.646100997924804688e-01,1.000000000000000000e+00
5.300000000000000000e+01,3.330088212805180774e+02,-9.902774691581726074e-01,9.902774691581726074e-01,1.000000000000000000e+00
5.400000000000000000e+01,3.392920065876976423e+02,9.641739726066589355e-01,9.641739726066589355e-01,1.000000000000000000e+00
5.500000000000000000e+01,3.455751918948772641e+02,-9.902774691581726074e-01,9.902774691581726074e-01,9.999999403953552246e-01
5.600000000000000000e+01,3.518583772020568290e+02,9.637230634689331055e-01,9.637230634689331055e-01,1.000000119209289551e+00
5.700000000000000000e+01,3.581415625092363939e+02,-9.902772903442382812e-01,9.902772903442382812e-01,9.999999403953552246e-01
5.800000000000000000e+01,3.644247478164160157e+02,9.632546305656433105e-01,9.632546305656433105e-01,1.000000000000000000e+00
5.900000000000000000e+01,3.707079331235955806e+02,-9.902769923210144043e-01,9.902769923210144043e-01,1.000000000000000000e+00
6.000000000000000000e+01,3.769911184307751455e+02,9.627706408500671387e-01,9.627706408500671387e-01,1.000000119209289551e+00
6.100000000000000000e+01,3.832743037379547673e+02,-9.902768135070800781e-01,9.902768135070800781e-01,1.000000000000000000e+00
6.200000000000000000e+01,3.895574890451343322e+02,9.622701406478881836e-01,9.622701406478881836e-01,1.000000000000000000e+00
6.300000000000000000e+01,3.958406743523139539e+02,-9.902768135070800781e-01,9.902768135070800781e-01,1.000000000000000000e+00
6.400000000000000000e+01,4.021238596594935188e+02,9.617545008659362793e-01,9.617545008659362793e-01,1.000000000000000000e+00
6.500000000000000000e+01,4.084070449666730838e+02,-9.902765750885009766e-01,9.902765750885009766e-01,1.000000000000000000e+00
6.600000000000000000e+01,4.146902302738527055e+02,9.612218737602233887e-01,9.612218737602233887e-01,9.999999403953552246e-01
6.700000000000000000e+01,4.209734155810322704e+02,-9.902764558792114258e-01,9.902764558792114258e-01,1.000000000000000000e+00
6.800000000000000000e+01,4.272566008882118922e+02,9.606736898422241211e-01,9.606736898422241211e-01,1.000000000000000000e+00
6.900000000000000000e+01,4.335397861953914571e+02,-9.902762174606323242e-01,9.902762174606323242e-01,1.000000000000000000e+00
7.000000000000000000e+01,4.398229715025710220e+02,9.601086378097534180e-01,9.601086378097534180e-01,1.000000119209289551e+00
7.100000000000000000e+01,4.461061568097506438e+02,-9.902760386466979980e-01,9.902760386466979980e-01,1.000000000000000000e+00
7.200000000000000000e+01,4.523893421169302087e+02,9.595271944999694824e-01,9.595271944999694824e-01,1.000000000000000000e+00
7.300000000000000000e+01,4.586725274241097736e+02,-9.902758598327636719e-01,9.902758598327636719e-01,1.000000000000000000e+00
7.400000000000000000e+01,4.649557127312893954e+02,9.589308500289916992e-01,9.589308500289916992e-01,1.000000000000000000e+00
7.500000000000000000e+01,4.712388980384689603e+02,-9.902756214141845703e-01,9.902756214141845703e-01,9.999999403953552246e-01
7.600000000000000000e+01,4.775220833456485252e+02,9.583187103271484375e-01,9.583187103271484375e-01,1.000000000000000000e+00
7.700000000000000000e+01,4.838052686528281470e+02,-9.902753829956054688e-01,9.902753829956054688e-01,1.000000000000000000e+00
7.800000000000000000e+01,4.900884539600077119e+02,9.576925039291381836e-01,9.576925039291381836e-01,1.000000000000000000e+00
7.900000000000000000e+01,4.963716392671873336e+02,-9.902752637863159180e-01,9.902752637863159180e-01,9.999999403953552246e-01
8.000000000000000000e+01,5.026548245743668986e+02,9.570460319519042969e-01,9.570460319519042969e-01,1.000000000000000000e+00
