t_over_T,t,mx,norm
6.941666666666666430e+00,4.361577800733829235e+01,-9.770084619522094727e-01,1.000000000000000000e+00
6.949999999999999289e+00,4.366813788489812254e+01,-9.798505902290344238e-01,1.000000000000000000e+00
6.958333333333333037e+00,4.372049776245795272e+01,-9.820535778999328613e-01,1.000000000000000000e+00
6.966666666666666785e+00,4.377285764001778290e+01,-9.836420416831970215e-01,1.000000000000000000e+00
6.974999999999999645e+00,4.382521751757761308e+01,-9.846710562705993652e-01,9.999999403953552246e-01
6.983333333333333393e+00,4.387757739513744326e+01,-9.852306246757507324e-01,1.000000000000000000e+00
6.991666666666666252e+00,4.392993727269727344e+01,-9.854464530944824219e-01,1.000000000000000000e+00
7.000000000000000000e+00,4.398229715025710362e+01,-9.854782223701477051e-01,1.000000000000000000e+00
7.008333333333333748e+00,4.403465702781693381e+01,-9.855108261108398438e-01,1.000000000000000000e+00
7.016666666666666607e+00,4.408701690537676399e+01,-9.857351183891296387e-01,1.000000000000000000e+00
7.025000000000000355e+00,4.413937678293659417e+01,-9.863126873970031738e-01,1.000000119209289551e+00
7.033333333333333215e+00,4.419173666049642435e+01,-9.873155951499938965e-01,1.000000000000000000e+00
7.041666666666666963e+00,4.424409653805625453e+01,-9.886392951011657715e-01,9.999999403953552246e-01
7.049999999999998934e+00,4.429645641561607761e+01,-9.898918271064758301e-01,1.000000000000000000e+00
7.058333333333332682e+00,4.434881629317590779e+01,-9.902707934379577637e-01,1.000000000000000000e+00
7.066666666666665542e+00,4.440117617073573797e+01,-9.884504675865173340e-01,9.999998807907104492e-01
7.074999999999999289e+00,4.445353604829556815e+01,-9.825010299682617188e-01,1.000000000000000000e+00
7.083333333333333037e+00,4.450589592585539833e+01,-9.698486328125000000e-01,1.000000119209289551e+00
7.091666666666665897e+00,4.455825580341522851e+01,-9.472648501396179199e-01,9.999999403953552246e-01
7.099999999999999645e+00,4.461061568097505869e+01,-9.108892679214477539e-01,9.999999403953552246e-01
7.108333333333332504e+00,4.466297555853488888e+01,-8.563923835754394531e-01,1.000000000000000000e+00
7.116666666666666252e+00,4.471533543609471906e+01,-7.797489762306213379e-01,9.999999403953552246e-01
7.125000000000000000e+00,4.476769531365454924e+01,-6.798518300056457520e-01,1.000000000000000000e+00
7.133333333333332860e+00,4.482005519121437942e+01,-5.648495554924011230e-01,1.000000000000000000e+00
7.141666666666666607e+00,4.487241506877420960e+01,-4.609247744083404541e-01,1.000000000000000000e+00
7.149999999999999467e+00,4.492477494633403978e+01,-4.091579914093017578e-01,9.999999403953552246e-01
7.158333333333333215e+00,4.497713482389386996e+01,-4.321705996990203857e-01,9.999999403953552246e-01
7.166666666666666075e+00,4.502949470145370015e+01,-5.088878870010375977e-01,1.000000000000000000e+00
7.174999999999999822e+00,4.508185457901353033e+01,-6.197558045387268066e-01,1.000000000000000000e+00
7.183333333333333570e+00,4.513421445657336051e+01,-7.544608116149902344e-01,1.000000000000000000e+00
7.191666666666666430e+00,4.518657433413319069e+01,-8.072367906570434570e-01,1.000000000000000000e+00
7.200000000000000178e+00,4.523893421169302087e+01,-7.167137265205383301e-01,1.000000000000000000e+00
7.208333333333333037e+00,4.529129408925285105e+01,-5.893017053604125977e-01,1.000000000000000000e+00
7.216666666666666785e+00,4.534365396681268123e+01,-6.031842231750488281e-01,1.000000000000000000e+00
7.225000000000000533e+00,4.539601384437251141e+01,-7.219540476799011230e-01,1.000000000000000000e+00
7.233333333333333393e+00,4.544837372193234160e+01,-7.403111457824707031e-01,1.000000000000000000e+00
7.241666666666667140e+00,4.550073359949217178e+01,-7.262094616889953613e-01,1.000000000000000000e+00
7.249999999999999112e+00,4.555309347705199485e+01,-7.090032696723937988e-01,9.999999403953552246e-01
7.258333333333332860e+00,4.560545335461182503e+01,-6.911286711692810059e-01,1.000000000000000000e+00
7.266666666666665719e+00,4.565781323217165522e+01,-6.728030443191528320e-01,9.999999403953552246e-01
7.274999999999999467e+00,4.571017310973148540e+01,-6.539999246597290039e-01,9.999999403953552246e-01
7.283333333333332327e+00,4.576253298729131558e+01,-6.347308158874511719e-01,1.000000000000000000e+00
7.291666666666666075e+00,4.581489286485114576e+01,-6.150111556053161621e-01,1.000000119209289551e+00
7.299999999999999822e+00,4.586725274241097594e+01,-5.948576927185058594e-01,9.999999403953552246e-01
7.308333333333332682e+00,4.591961261997080612e+01,-5.742875337600708008e-01,9.999999403953552246e-01
7.316666666666666430e+00,4.597197249753063630e+01,-5.533171892166137695e-01,1.000000000000000000e+00
7.324999999999999289e+00,4.602433237509046648e+01,-5.319634675979614258e-01,1.000000000000000000e+00
7.333333333333333037e+00,4.607669225265029667e+01,-5.102424621582031250e-01,1.000000000000000000e+00
7.341666666666665897e+00,4.612905213021012685e+01,-4.881707131862640381e-01,1.000000000000000000e+00
7.349999999999999645e+00,4.618141200776995703e+01,-4.657643437385559082e-01,1.000000000000000000e+00
7.358333333333333393e+00,4.623377188532978721e+01,-4.430395066738128662e-01,1.000000000000000000e+00
7.366666666666666252e+00,4.628613176288961739e+01,-4.200124740600585938e-01,1.000000119209289551e+00
7.375000000000000000e+00,4.633849164044944757e+01,-3.966993689537048340e-01,9.999999403953552246e-01
7.383333333333332860e+00,4.639085151800927775e+01,-3.731164932250976562e-01,9.999999403953552246e-01
7.391666666666666607e+00,4.644321139556910794e+01,-3.492800891399383545e-01,1.000000000000000000e+00
7.400000000000000355e+00,4.649557127312893812e+01,-3.252064287662506104e-01,9.999999403953552246e-01
7.408333333333333215e+00,4.654793115068876830e+01,-3.009118735790252686e-01,1.000000000000000000e+00
7.416666666666666963e+00,4.660029102824859848e+01,-2.764127850532531738e-01,1.000000000000000000e+00
7.424999999999999822e+00,4.665265090580842866e+01,-2.517255842685699463e-01,9.999999403953552246e-01
7.433333333333333570e+00,4.670501078336825884e+01,-2.268667668104171753e-01,1.000000000000000000e+00
7.441666666666667318e+00,4.675737066092808902e+01,-2.018529027700424194e-01,1.000000000000000000e+00
7.449999999999999289e+00,4.680973053848791210e+01,-1.767004281282424927e-01,1.000000000000000000e+00
7.458333333333332149e+00,4.686209041604774228e+01,-1.514260023832321167e-01,1.000000000000000000e+00
7.466666666666665897e+00,4.691445029360757246e+01,-1.260461956262588501e-01,9.999999403953552246e-01
7.474999999999999645e+00,4.696681017116740264e+01,-1.005776673555374146e-01,1.000000000000000000e+00
7.483333333333332504e+00,4.701917004872723282e+01,-7.503701746463775635e-02,1.000000000000000000e+00
7.491666666666666252e+00,4.707152992628706301e+01,-4.944092035293579102e-02,1.000000000000000000e+00
7.499999999999999112e+00,4.712388980384689319e+01,-2.380601875483989716e-02,1.000000000000000000e+00
7.508333333333332860e+00,4.717624968140672337e+01,1.851077424362301826e-03,1.000000000000000000e+00
7.516666666666666607e+00,4.722860955896655355e+01,2.751373127102851868e-02,9.999999403953552246e-01
7.524999999999999467e+00,4.728096943652638373e+01,5.316536501049995422e-02,1.000000000000000000e+00
7.533333333333333215e+00,4.733332931408621391e+01,7.878942787647247314e-02,1.000000000000000000e+00
7.541666666666666075e+00,4.738568919164604409e+01,1.043694019317626953e-01,1.000000000000000000e+00
7.549999999999999822e+00,4.743804906920587428e+01,1.298888772726058960e-01,9.999999403953552246e-01
7.558333333333332682e+00,4.749040894676570446e+01,1.553314179182052612e-01,9.999999403953552246e-01
7.566666666666666430e+00,4.754276882432553464e+01,1.806807368993759155e-01,9.999999403953552246e-01
7.575000000000000178e+00,4.759512870188536482e+01,2.059206813573837280e-01,1.000000000000000000e+00
7.583333333333333037e+00,4.764748857944519500e+01,2.310350388288497925e-01,1.000000000000000000e+00
7.591666666666666785e+00,4.769984845700502518e+01,2.560078799724578857e-01,9.999999403953552246e-01
7.599999999999999645e+00,4.775220833456485536e+01,2.808233201503753662e-01,9.999999403953552246e-01
7.608333333333333393e+00,4.780456821212468554e+01,3.054656684398651123e-01,9.999999403953552246e-01
7.616666666666667140e+00,4.785692808968451573e+01,3.299193382263183594e-01,9.999998807907104492e-01
7.625000000000000000e+00,4.790928796724434591e+01,3.541688919067382812e-01,1.000000000000000000e+00
7.633333333333333748e+00,4.796164784480417609e+01,3.781992197036743164e-01,9.999999403953552246e-01
7.641666666666665719e+00,4.801400772236399916e+01,4.019952714443206787e-01,1.000000000000000000e+00
7.649999999999999467e+00,4.806636759992382935e+01,4.255424439907073975e-01,9.999999403953552246e-01
7.658333333333332327e+00,4.811872747748365953e+01,4.488262236118316650e-01,1.000000000000000000e+00
7.666666666666666075e+00,4.817108735504348971e+01,4.718325138092041016e-01,1.000000000000000000e+00
7.674999999999998934e+00,4.822344723260331989e+01,4.945474565029144287e-01,1.000000000000000000e+00
7.683333333333332682e+00,4.827580711016315007e+01,5.169577598571777344e-01,1.000000000000000000e+00
7.691666666666666430e+00,4.832816698772298025e+01,5.390505194664001465e-01,1.000000000000000000e+00
7.699999999999999289e+00,4.838052686528281043e+01,5.608129501342773438e-01,1.000000000000000000e+00
7.708333333333333037e+00,4.843288674284264061e+01,5.822337269783020020e-01,9.999999403953552246e-01
7.716666666666665897e+00,4.848524662040247080e+01,6.033014655113220215e-01,1.000000000000000000e+00
7.724999999999999645e+00,4.853760649796230098e+01,6.240060329437255859e-01,9.999999403953552246e-01
7.733333333333333393e+00,4.858996637552213116e+01,6.443382501602172852e-01,1.000000119209289551e+00
7.741666666666666252e+00,4.864232625308196134e+01,6.642899513244628906e-01,9.999999403953552246e-01
7.750000000000000000e+00,4.869468613064179152e+01,6.838549375534057617e-01,1.000000000000000000e+00
7.758333333333332860e+00,4.874704600820162170e+01,7.030285596847534180e-01,1.000000000000000000e+00
7.766666666666666607e+00,4.879940588576145188e+01,7.218084335327148438e-01,9.999999403953552246e-01
7.774999999999999467e+00,4.885176576332128207e+01,7.401953935623168945e-01,9.999999403953552246e-01
7.783333333333333215e+00,4.890412564088111225e+01,7.581932544708251953e-01,9.999999403953552246e-01
7.791666666666666963e+00,4.895648551844094243e+01,7.758099436759948730e-01,1.000000000000000000e+00
7.799999999999999822e+00,4.900884539600077261e+01,7.930563688278198242e-01,1.000000000000000000e+00
7.808333333333333570e+00,4.906120527356060279e+01,8.099431991577148438e-01,1.000000000000000000e+00
7.816666666666666430e+00,4.911356515112043297e+01,8.264679908752441406e-01,1.000000000000000000e+00
7.825000000000000178e+00,4.916592502868026315e+01,8.425806164741516113e-01,1.000000000000000000e+00
7.833333333333333925e+00,4.921828490624009333e+01,8.581039309501647949e-01,9.999999403953552246e-01
7.841666666666665897e+00,4.927064478379991641e+01,8.726806640625000000e-01,1.000000000000000000e+00
7.849999999999998757e+00,4.932300466135974659e+01,8.859327435493469238e-01,9.999999403953552246e-01
7.858333333333332504e+00,4.937536453891957677e+01,8.976909518241882324e-01,1.000000119209289551e+00
7.866666666666666252e+00,4.942772441647940695e+01,9.080410003662109375e-01,1.000000000000000000e+00
7.874999999999999112e+00,4.948008429403923714e+01,9.172138571739196777e-01,9.999999403953552246e-01
7.883333333333332860e+00,4.953244417159906732e+01,9.254615902900695801e-01,1.000000000000000000e+00
7.891666666666665719e+00,4.958480404915889750e+01,9.329801797866821289e-01,1.000000000000000000e+00
7.899999999999999467e+00,4.963716392671872768e+01,9.398859143257141113e-01,9.999999403953552246e-01
7.908333333333333215e+00,4.968952380427855786e+01,9.462255835533142090e-01,9.999999403953552246e-01
7.916666666666666075e+00,4.974188368183838804e+01,9.519950747489929199e-01,1.000000000000000000e+00
7.924999999999999822e+00,4.979424355939821822e+01,9.571619033813476562e-01,9.999999403953552246e-01
7.933333333333332682e+00,4.984660343695804841e+01,9.616821408271789551e-01,1.000000000000000000e+00
7.941666666666666430e+00,4.989896331451787859e+01,9.655159115791320801e-01,1.000000000000000000e+00
7.949999999999999289e+00,4.995132319207770877e+01,9.686371088027954102e-01,1.000000000000000000e+00
7.958333333333333037e+00,5.000368306963753895e+01,9.710443615913391113e-01,9.999999403953552246e-01
7.966666666666666785e+00,5.005604294719736913e+01,9.727668762207031250e-01,1.000000119209289551e+00
7.974999999999999645e+00,5.010840282475719931e+01,9.738712310791015625e-01,1.000000119209289551e+00
7.983333333333333393e+00,5.016076270231702949e+01,9.744631052017211914e-01,1.000000119209289551e+00
7.991666666666666252e+00,5.021312257987685967e+01,9.746870398521423340e-01,1.000000000000000000e+00
8.000000000000000000e+00,5.026548245743668986e+01,9.747193455696105957e-01,1.000000000000000000e+00
8.008333333333332860e+00,5.031784233499652004e+01,9.747501611709594727e-01,1.000000000000000000e+00
8.016666666666667496e+00,5.037020221255635022e+01,9.749499559402465820e-01,1.000000000000000000e+00
8.025000000000000355e+00,5.042256209011618040e+01,9.754120111465454102e-01,1.000000000000000000e+00
8.033333333333333215e+00,5.047492196767601058e+01,9.760673642158508301e-01,1.000000000000000000e+00
8.041666666666666075e+00,5.052728184523583366e+01,9.765742421150207520e-01,1.000000000000000000e+00
8.049999999999998934e+00,5.057964172279566384e+01,9.761964678764343262e-01,1.000000000000000000e+00
8.058333333333331794e+00,5.063200160035549402e+01,9.736986160278320312e-01,1.000000000000000000e+00
8.066666666666666430e+00,5.068436147791532420e+01,9.672842025756835938e-01,1.000000119209289551e+00
8.074999999999999289e+00,5.073672135547515438e+01,9.546041488647460938e-01,1.000000119209289551e+00
8.083333333333332149e+00,5.078908123303498456e+01,9.328306317329406738e-01,1.000000000000000000e+00
8.091666666666666785e+00,5.084144111059481475e+01,8.988019824028015137e-01,1.000000000000000000e+00
8.099999999999999645e+00,5.089380098815464493e+01,8.492879867553710938e-01,1.000000000000000000e+00
8.108333333333332504e+00,5.094616086571447511e+01,7.816651463508605957e-01,1.000000000000000000e+00
8.116666666666665364e+00,5.099852074327430529e+01,6.957919001579284668e-01,9.999999403953552246e-01
8.125000000000000000e+00,5.105088062083413547e+01,5.984358191490173340e-01,9.999998807907104492e-01
8.133333333333332860e+00,5.110324049839396565e+01,5.100168585777282715e-01,1.000000000000000000e+00
8.141666666666665719e+00,5.115560037595379583e+01,4.642339348793029785e-01,1.000000000000000000e+00
8.150000000000000355e+00,5.120796025351362601e+01,4.827616214752197266e-01,1.000000000000000000e+00
8.158333333333333215e+00,5.126032013107345620e+01,5.482244491577148438e-01,1.000000000000000000e+00
8.166666666666666075e+00,5.131268000863328638e+01,6.393484473228454590e-01,1.000000000000000000e+00
8.175000000000000711e+00,5.136503988619311656e+01,7.527300715446472168e-01,9.999999403953552246e-01
8.183333333333333570e+00,5.141739976375294674e+01,8.084523081779479980e-01,1.000000000000000000e+00
8.191666666666666430e+00,5.146975964131277692e+01,7.296860814094543457e-01,1.000000000000000000e+00
8.199999999999999289e+00,5.152211951887260710e+01,5.932132005691528320e-01,9.999999403953552246e-01
8.208333333333333925e+00,5.157447939643243728e+01,5.386428833007812500e-01,1.000000000000000000e+00
8.216666666666666785e+00,5.162683927399226747e+01,6.953300237655639648e-01,9.999999403953552246e-01
8.224999999999999645e+00,5.167919915155209765e+01,7.692353129386901855e-01,1.000000000000000000e+00
8.233333333333334281e+00,5.173155902911192783e+01,7.627236247062683105e-01,1.000000000000000000e+00
8.241666666666665364e+00,5.178391890667175090e+01,7.466009259223937988e-01,9.999999403953552246e-01
8.250000000000000000e+00,5.183627878423158108e+01,7.292333841323852539e-01,1.000000000000000000e+00
8.258333333333332860e+00,5.188863866179141127e+01,7.114012837409973145e-01,1.000000000000000000e+00
8.266666666666665719e+00,5.194099853935124145e+01,6.930291056632995605e-01,9.999999403953552246e-01
8.274999999999998579e+00,5.199335841691107163e+01,6.741271018981933594e-01,1.000000000000000000e+00
8.283333333333333215e+00,5.204571829447090181e+01,6.547094583511352539e-01,1.000000000000000000e+00
8.291666666666666075e+00,5.209807817203073199e+01,6.347928047180175781e-01,1.000000000000000000e+00
8.299999999999998934e+00,5.215043804959056217e+01,6.143938899040222168e-01,9.999999403953552246e-01
8.308333333333333570e+00,5.220279792715039235e+01,5.935297012329101562e-01,1.000000000000000000e+00
8.316666666666666430e+00,5.225515780471022254e+01,5.722169280052185059e-01,1.000000000000000000e+00
8.324999999999999289e+00,5.230751768227005272e+01,5.504722595214843750e-01,1.000000000000000000e+00
8.333333333333332149e+00,5.235987755982988290e+01,5.283129215240478516e-01,1.000000000000000000e+00
8.341666666666666785e+00,5.241223743738971308e+01,5.057555437088012695e-01,9.999999403953552246e-01
8.349999999999999645e+00,5.246459731494954326e+01,4.828175604343414307e-01,1.000000000000000000e+00
8.358333333333332504e+00,5.251695719250937344e+01,4.595161378383636475e-01,9.999999403953552246e-01
8.366666666666667140e+00,5.256931707006920362e+01,4.358689486980438232e-01,9.999999403953552246e-01
8.375000000000000000e+00,5.262167694762903380e+01,4.118933677673339844e-01,1.000000000000000000e+00
8.383333333333332860e+00,5.267403682518886399e+01,3.876074254512786865e-01,1.000000000000000000e+00
8.391666666666667496e+00,5.272639670274869417e+01,3.630290031433105469e-01,1.000000000000000000e+00
8.400000000000000355e+00,5.277875658030852435e+01,3.381763100624084473e-01,9.999999403953552246e-01
8.408333333333333215e+00,5.283111645786835453e+01,3.130676746368408203e-01,9.999999403953552246e-01
8.416666666666666075e+00,5.288347633542818471e+01,2.877216339111328125e-01,1.000000000000000000e+00
8.425000000000000711e+00,5.293583621298801489e+01,2.621568739414215088e-01,1.000000000000000000e+00
8.433333333333333570e+00,5.298819609054784507e+01,2.363920062780380249e-01,1.000000000000000000e+00
8.441666666666666430e+00,5.304055596810766815e+01,2.104460746049880981e-01,1.000000000000000000e+00
8.449999999999999289e+00,5.309291584566749833e+01,1.843381375074386597e-01,1.000000000000000000e+00
8.458333333333332149e+00,5.314527572322732851e+01,1.580872386693954468e-01,9.999999403953552246e-01
8.466666666666666785e+00,5.319763560078715869e+01,1.317127048969268799e-01,1.000000000000000000e+00
8.474999999999999645e+00,5.324999547834698888e+01,1.052338406443595886e-01,1.000000000000000000e+00
8.483333333333332504e+00,5.330235535590681906e+01,7.867000252008438110e-02,1.000000119209289551e+00
8.491666666666665364e+00,5.335471523346664924e+01,5.204064771533012390e-02,1.000000000000000000e+00
8.500000000000000000e+00,5.340707511102647942e+01,2.536520361900329590e-02,1.000000000000000000e+00
8.508333333333332860e+00,5.345943498858630960e+01,-1.336817280389368534e-03,1.000000000000000000e+00
8.516666666666665719e+00,5.351179486614613978e+01,-2.804594114422798157e-02,1.000000000000000000e+00
8.525000000000000355e+00,5.356415474370596996e+01,-5.474271997809410095e-02,1.000000000000000000e+00
8.533333333333333215e+00,5.361651462126580014e+01,-8.140771836042404175e-02,9.999999403953552246e-01
8.541666666666666075e+00,5.366887449882563033e+01,-1.080215573310852051e-01,1.000000000000000000e+00
8.549999999999998934e+00,5.372123437638546051e+01,-1.345649361610412598e-01,1.000000000000000000e+00
8.558333333333333570e+00,5.377359425394529069e+01,-1.610186100006103516e-01,1.000000000000000000e+00
8.566666666666666430e+00,5.382595413150512087e+01,-1.873634904623031616e-01,1.000000000000000000e+00
8.574999999999999289e+00,5.387831400906495105e+01,-2.135805636644363403e-01,1.000000000000000000e+00
8.583333333333333925e+00,5.393067388662478123e+01,-2.396510690450668335e-01,1.000000000000000000e+00
8.591666666666666785e+00,5.398303376418461141e+01,-2.655561566352844238e-01,1.000000000000000000e+00
8.599999999999999645e+00,5.403539364174444160e+01,-2.912774980068206787e-01,9.999999403953552246e-01
8.608333333333332504e+00,5.408775351930427178e+01,-3.167966604232788086e-01,1.000000000000000000e+00
8.616666666666667140e+00,5.414011339686410196e+01,-3.420957326889038086e-01,1.000000000000000000e+00
8.625000000000000000e+00,5.419247327442393214e+01,-3.671567440032958984e-01,1.000000000000000000e+00
8.633333333333332860e+00,5.424483315198375522e+01,-3.919622004032135010e-01,1.000000000000000000e+00
8.641666666666665719e+00,5.429719302954358540e+01,-4.164949357509613037e-01,1.000000119209289551e+00
8.649999999999998579e+00,5.434955290710341558e+01,-4.407379627227783203e-01,9.999998807907104492e-01
8.658333333333333215e+00,5.440191278466324576e+01,-4.646747112274169922e-01,9.999999403953552246e-01
8.666666666666666075e+00,5.445427266222307594e+01,-4.882889688014984131e-01,9.999999403953552246e-01
8.674999999999998934e+00,5.450663253978290612e+01,-5.115650296211242676e-01,1.000000000000000000e+00
8.683333333333331794e+00,5.455899241734273630e+01,-5.344877243041992188e-01,9.999999403953552246e-01
8.691666666666666430e+00,5.461135229490256648e+01,-5.570421218872070312e-01,1.000000000000000000e+00
8.699999999999999289e+00,5.466371217246239667e+01,-5.792140960693359375e-01,9.999999403953552246e-01
8.708333333333332149e+00,5.471607205002222685e+01,-6.009901165962219238e-01,1.000000000000000000e+00
8.716666666666666785e+00,5.476843192758205703e+01,-6.223573088645935059e-01,9.999999403953552246e-01
8.724999999999999645e+00,5.482079180514188721e+01,-6.433036923408508301e-01,1.000000119209289551e+00
8.733333333333332504e+00,5.487315168270171739e+01,-6.638183593750000000e-01,9.999999403953552246e-01
8.741666666666667140e+00,5.492551156026154757e+01,-6.838912963867187500e-01,1.000000000000000000e+00
8.750000000000000000e+00,5.497787143782137775e+01,-7.035138607025146484e-01,1.000000000000000000e+00
8.758333333333332860e+00,5.503023131538120793e+01,-7.226790785789489746e-01,1.000000000000000000e+00
8.766666666666665719e+00,5.508259119294103812e+01,-7.413818240165710449e-01,1.000000000000000000e+00
8.775000000000000355e+00,5.513495107050086830e+01,-7.596189379692077637e-01,1.000000000000000000e+00
8.783333333333333215e+00,5.518731094806069848e+01,-7.773901820182800293e-01,1.000000000000000000e+00
8.791666666666666075e+00,5.523967082562052866e+01,-7.946983575820922852e-01,1.000000000000000000e+00
8.800000000000000711e+00,5.529203070318035884e+01,-8.115486502647399902e-01,1.000000000000000000e+00
8.808333333333333570e+00,5.534439058074018902e+01,-8.279476165771484375e-01,9.999999403953552246e-01
8.816666666666666430e+00,5.539675045830001920e+01,-8.438974618911743164e-01,1.000000000000000000e+00
8.824999999999999289e+00,5.544911033585984939e+01,-8.593789339065551758e-01,9.999998807907104492e-01
8.833333333333332149e+00,5.550147021341967246e+01,-8.743078112602233887e-01,9.999999403953552246e-01
8.841666666666665009e+00,5.555383009097950264e+01,-8.884643912315368652e-01,9.999999403953552246e-01
8.849999999999999645e+00,5.560618996853933282e+01,-9.015054702758789062e-01,1.000000000000000000e+00
8.858333333333332504e+00,5.565854984609916301e+01,-9.131595492362976074e-01,9.999999403953552246e-01
8.866666666666665364e+00,5.571090972365899319e+01,-9.233793616294860840e-01,1.000000000000000000e+00
8.875000000000000000e+00,5.576326960121882337e+01,-9.323164224624633789e-01,1.000000000000000000e+00
8.883333333333332860e+00,5.581562947877865355e+01,-9.402071237564086914e-01,9.999999403953552246e-01
8.891666666666665719e+00,5.586798935633848373e+01,-9.472724795341491699e-01,1.000000000000000000e+00
8.899999999999998579e+00,5.592034923389831391e+01,-9.536687731742858887e-01,9.999999403953552246e-01
8.908333333333333215e+00,5.597270911145814409e+01,-9.594807624816894531e-01,1.000000000000000000e+00
8.916666666666666075e+00,5.602506898901797427e+01,-9.647366404533386230e-01,1.000000000000000000e+00
8.924999999999998934e+00,5.607742886657780446e+01,-9.694275259971618652e-01,1.000000000000000000e+00
8.933333333333333570e+00,5.612978874413763464e+01,-9.735275506973266602e-01,9.999999403953552246e-01
8.941666666666666430e+00,5.618214862169746482e+01,-9.770082831382751465e-01,1.000000000000000000e+00
8.949999999999999289e+00,5.623450849925729500e+01,-9.798505902290344238e-01,9.999999403953552246e-01
8.958333333333333925e+00,5.628686837681712518e+01,-9.820535778999328613e-01,9.999999403953552246e-01
8.966666666666666785e+00,5.633922825437695536e+01,-9.836420416831970215e-01,9.999999403953552246e-01
8.974999999999999645e+00,5.639158813193678554e+01,-9.846710562705993652e-01,1.000000000000000000e+00
8.983333333333332504e+00,5.644394800949661573e+01,-9.852304458618164062e-01,1.000000119209289551e+00
8.991666666666667140e+00,5.649630788705644591e+01,-9.854463934898376465e-01,1.000000000000000000e+00
9.000000000000000000e+00,5.654866776461627609e+01,-9.854782223701477051e-01,1.000000000000000000e+00
9.008333333333332860e+00,5.660102764217610627e+01,-9.855108261108398438e-01,1.000000000000000000e+00
9.016666666666667496e+00,5.665338751973593645e+01,-9.857351183891296387e-01,1.000000000000000000e+00
9.025000000000000355e+00,5.670574739729576663e+01,-9.863125085830688477e-01,1.000000119209289551e+00
9.033333333333333215e+00,5.675810727485558971e+01,-9.873153567314147949e-01,1.000000000000000000e+00
9.041666666666666075e+00,5.681046715241541989e+01,-9.886390566825866699e-01,9.999998807907104492e-01
9.049999999999998934e+00,5.686282702997525007e+01,-9.898918271064758301e-01,9.999999403953552246e-01
9.058333333333331794e+00,5.691518690753508025e+01,-9.902707934379577637e-01,9.999999403953552246e-01
9.066666666666666430e+00,5.696754678509491043e+01,-9.884502291679382324e-01,9.999999403953552246e-01
9.074999999999999289e+00,5.701990666265474061e+01,-9.825008511543273926e-01,1.000000000000000000e+00
9.083333333333332149e+00,5.707226654021457080e+01,-9.698486328125000000e-01,1.000000000000000000e+00
9.091666666666666785e+00,5.712462641777440098e+01,-9.472648501396179199e-01,1.000000000000000000e+00
9.099999999999999645e+00,5.717698629533423116e+01,-9.108892679214477539e-01,1.000000000000000000e+00
9.108333333333332504e+00,5.722934617289406134e+01,-8.563925027847290039e-01,9.999998807907104492e-01
9.116666666666665364e+00,5.728170605045389152e+01,-7.797490954399108887e-01,9.999999403953552246e-01
9.125000000000000000e+00,5.733406592801372170e+01,-6.798520088195800781e-01,9.999998807907104492e-01
9.133333333333332860e+00,5.738642580557355188e+01,-5.648498535156250000e-01,1.000000000000000000e+00
9.141666666666665719e+00,5.743878568313338207e+01,-4.609250128269195557e-01,1.000000000000000000e+00
9.150000000000000355e+00,5.749114556069321225e+01,-4.091580510139465332e-01,1.000000000000000000e+00
9.158333333333333215e+00,5.754350543825304243e+01,-4.321700036525726318e-01,1.000000000000000000e+00
9.166666666666666075e+00,5.759586531581287261e+01,-5.088863372802734375e-01,1.000000000000000000e+00
9.175000000000000711e+00,5.764822519337270279e+01,-6.197534799575805664e-01,1.000000000000000000e+00
9.183333333333333570e+00,5.770058507093253297e+01,-7.544583678245544434e-01,1.000000000000000000e+00
9.191666666666666430e+00,5.775294494849236315e+01,-8.072351813316345215e-01,1.000000000000000000e+00
9.199999999999999289e+00,5.780530482605219333e+01,-7.167136073112487793e-01,9.999999403953552246e-01
9.208333333333333925e+00,5.785766470361202352e+01,-5.893031358718872070e-01,1.000000000000000000e+00
9.216666666666666785e+00,5.791002458117185370e+01,-6.031857132911682129e-01,1.000000000000000000e+00
9.224999999999999645e+00,5.796238445873168388e+01,-7.219543457031250000e-01,1.000000000000000000e+00
9.233333333333332504e+00,5.801474433629150695e+01,-7.403111457824707031e-01,1.000000000000000000e+00
9.241666666666665364e+00,5.806710421385133714e+01,-7.262095212936401367e-01,1.000000000000000000e+00
9.250000000000000000e+00,5.811946409141116732e+01,-7.090031504631042480e-01,9.999999403953552246e-01
9.258333333333332860e+00,5.817182396897099750e+01,-6.911286711692810059e-01,1.000000000000000000e+00
9.266666666666665719e+00,5.822418384653082768e+01,-6.728030443191528320e-01,1.000000000000000000e+00
9.274999999999998579e+00,5.827654372409065786e+01,-6.539999246597290039e-01,1.000000000000000000e+00
9.283333333333333215e+00,5.832890360165048804e+01,-6.347308158874511719e-01,1.000000000000000000e+00
9.291666666666666075e+00,5.838126347921031822e+01,-6.150111556053161621e-01,1.000000119209289551e+00
9.299999999999998934e+00,5.843362335677014840e+01,-5.948576927185058594e-01,9.999999403953552246e-01
9.308333333333333570e+00,5.848598323432997859e+01,-5.742875337600708008e-01,1.000000000000000000e+00
9.316666666666666430e+00,5.853834311188980877e+01,-5.533171892166137695e-01,1.000000000000000000e+00
9.324999999999999289e+00,5.859070298944963895e+01,-5.319633483886718750e-01,1.000000000000000000e+00
