t_over_T,t,mx,norm
1.978333333333333144e+01,1.243023493270361399e+02,7.581932544708251953e-01,1.000000000000000000e+00
1.979166666666666785e+01,1.243547092045959772e+02,7.758100032806396484e-01,9.999999403953552246e-01
1.979999999999999716e+01,1.244070690821558003e+02,7.930563688278198242e-01,1.000000000000000000e+00
1.980833333333333357e+01,1.244594289597156376e+02,8.099431991577148438e-01,1.000000000000000000e+00
1.981666666666666643e+01,1.245117888372754607e+02,8.264681100845336914e-01,1.000000000000000000e+00
1.982499999999999929e+01,1.245641487148352979e+02,8.425806164741516113e-01,1.000000000000000000e+00
1.983333333333333215e+01,1.246165085923951210e+02,8.581039309501647949e-01,1.000000000000000000e+00
1.984166666666666856e+01,1.246688684699549583e+02,8.726806640625000000e-01,1.000000000000000000e+00
1.984999999999999787e+01,1.247212283475147814e+02,8.859327435493469238e-01,9.999998807907104492e-01
1.985833333333333073e+01,1.247735882250746045e+02,8.976909518241882324e-01,1.000000000000000000e+00
1.986666666666666714e+01,1.248259481026344417e+02,9.080408215522766113e-01,1.000000000000000000e+00
1.987499999999999645e+01,1.248783079801942648e+02,9.172138571739196777e-01,1.000000000000000000e+00
1.988333333333333286e+01,1.249306678577541021e+02,9.254615902900695801e-01,1.000000119209289551e+00
1.989166666666666572e+01,1.249830277353139252e+02,9.329801797866821289e-01,1.000000000000000000e+00
1.989999999999999858e+01,1.250353876128737625e+02,9.398860931396484375e-01,9.999999403953552246e-01
1.990833333333333144e+01,1.250877474904335855e+02,9.462255835533142090e-01,9.999999403953552246e-01
1.991666666666666785e+01,1.251401073679934228e+02,9.519951939582824707e-01,1.000000000000000000e+00
1.992499999999999716e+01,1.251924672455532459e+02,9.571620821952819824e-01,1.000000000000000000e+00
1.993333333333333357e+01,1.252448271231130832e+02,9.616823196411132812e-01,9.999999403953552246e-01
1.994166666666666643e+01,1.252971870006729063e+02,9.655159115791320801e-01,1.000000000000000000e+00
1.994999999999999929e+01,1.253495468782327436e+02,9.686371684074401855e-01,9.999999403953552246e-01
1.995833333333333215e+01,1.254019067557925666e+02,9.710443615913391113e-01,1.000000000000000000e+00
1.996666666666666501e+01,1.254542666333524039e+02,9.727670550346374512e-01,9.999999403953552246e-01
1.997499999999999787e+01,1.255066265109122270e+02,9.738714098930358887e-01,1.000000000000000000e+00
1.998333333333333428e+01,1.255589863884720643e+02,9.744631052017211914e-01,1.000000000000000000e+00
1.999166666666666714e+01,1.256113462660318874e+02,9.746872186660766602e-01,1.000000119209289551e+00
2.000000000000000000e+01,1.256637061435917246e+02,9.747194647789001465e-01,1.000000000000000000e+00
2.000833333333333286e+01,1.257160660211515477e+02,9.747502207756042480e-01,1.000000000000000000e+00
2.001666666666666572e+01,1.257684258987113850e+02,9.749499559402465820e-01,1.000000119209289551e+00
2.002499999999999858e+01,1.258207857762712081e+02,9.754120111465454102e-01,1.000000000000000000e+00
2.003333333333333499e+01,1.258731456538310454e+02,9.760673642158508301e-01,1.000000000000000000e+00
2.004166666666666430e+01,1.259255055313908684e+02,9.765741229057312012e-01,1.000000000000000000e+00
2.004999999999999716e+01,1.259778654089506915e+02,9.761967062950134277e-01,9.999998807907104492e-01
2.005833333333333357e+01,1.260302252865105288e+02,9.736986160278320312e-01,1.000000000000000000e+00
2.006666666666666643e+01,1.260825851640703519e+02,9.672843813896179199e-01,1.000000000000000000e+00
2.007499999999999929e+01,1.261349450416301892e+02,9.546039700508117676e-01,1.000000000000000000e+00
2.008333333333333215e+01,1.261873049191900122e+02,9.328308105468750000e-01,1.000000000000000000e+00
2.009166666666666501e+01,1.262396647967498495e+02,8.988019824028015137e-01,1.000000000000000000e+00
2.009999999999999787e+01,1.262920246743096726e+02,8.492879271507263184e-01,1.000000000000000000e+00
2.010833333333333428e+01,1.263443845518695099e+02,7.816652655601501465e-01,1.000000000000000000e+00
2.011666666666666359e+01,1.263967444294293330e+02,6.957921385765075684e-01,1.000000000000000000e+00
2.012500000000000000e+01,1.264491043069891703e+02,5.984362959861755371e-01,9.999998807907104492e-01
2.013333333333333286e+01,1.265014641845489933e+02,5.100174546241760254e-01,1.000000000000000000e+00
2.014166666666666572e+01,1.265538240621088306e+02,4.642347991466522217e-01,9.999999403953552246e-01
2.014999999999999858e+01,1.266061839396686537e+02,4.827624857425689697e-01,1.000000000000000000e+00
2.015833333333333144e+01,1.266585438172284910e+02,5.482250452041625977e-01,1.000000000000000000e+00
2.016666666666666430e+01,1.267109036947883141e+02,6.393481492996215820e-01,1.000000000000000000e+00
2.017500000000000071e+01,1.267632635723481513e+02,7.527281641960144043e-01,1.000000000000000000e+00
2.018333333333333357e+01,1.268156234499079744e+02,8.084492087364196777e-01,1.000000000000000000e+00
2.019166666666666643e+01,1.268679833274678117e+02,7.296833395957946777e-01,1.000000000000000000e+00
2.019999999999999929e+01,1.269203432050276348e+02,5.932132005691528320e-01,9.999999403953552246e-01
2.020833333333333215e+01,1.269727030825874721e+02,5.386469960212707520e-01,1.000000000000000000e+00
2.021666666666666501e+01,1.270250629601472951e+02,6.953331232070922852e-01,9.999999403953552246e-01
2.022500000000000142e+01,1.270774228377071324e+02,7.692357301712036133e-01,1.000000000000000000e+00
2.023333333333333073e+01,1.271297827152669555e+02,7.627236843109130859e-01,9.999999403953552246e-01
2.024166666666666714e+01,1.271821425928267928e+02,7.466008067131042480e-01,9.999999403953552246e-01
2.025000000000000000e+01,1.272345024703866159e+02,7.292334437370300293e-01,1.000000000000000000e+00
2.025833333333333286e+01,1.272868623479464389e+02,7.114012837409973145e-01,1.000000000000000000e+00
2.026666666666666572e+01,1.273392222255062762e+02,6.930291056632995605e-01,9.999999403953552246e-01
2.027499999999999858e+01,1.273915821030660993e+02,6.741271018981933594e-01,1.000000000000000000e+00
2.028333333333333144e+01,1.274439419806259366e+02,6.547095179557800293e-01,9.999999403953552246e-01
2.029166666666666430e+01,1.274963018581857597e+02,6.347928047180175781e-01,1.000000000000000000e+00
2.030000000000000071e+01,1.275486617357455970e+02,6.143938899040222168e-01,9.999999403953552246e-01
2.030833333333333002e+01,1.276010216133054200e+02,5.935297012329101562e-01,1.000000000000000000e+00
2.031666666666666643e+01,1.276533814908652573e+02,5.722169280052185059e-01,1.000000000000000000e+00
2.032499999999999929e+01,1.277057413684250804e+02,5.504723787307739258e-01,1.000000000000000000e+00
2.033333333333333215e+01,1.277581012459849177e+02,5.283128023147583008e-01,1.000000000000000000e+00
2.034166666666666501e+01,1.278104611235447408e+02,5.057556033134460449e-01,1.000000000000000000e+00
2.035000000000000142e+01,1.278628210011045780e+02,4.828175604343414307e-01,1.000000000000000000e+00
2.035833333333333073e+01,1.279151808786644011e+02,4.595161378383636475e-01,1.000000000000000000e+00
2.036666666666666714e+01,1.279675407562242384e+02,4.358689486980438232e-01,1.000000000000000000e+00
2.037500000000000000e+01,1.280199006337840615e+02,4.118933677673339844e-01,1.000000000000000000e+00
2.038333333333333286e+01,1.280722605113438988e+02,3.876074254512786865e-01,9.999999403953552246e-01
2.039166666666666927e+01,1.281246203889037361e+02,3.630290031433105469e-01,1.000000000000000000e+00
2.039999999999999858e+01,1.281769802664635449e+02,3.381763398647308350e-01,9.999999403953552246e-01
2.040833333333333144e+01,1.282293401440233822e+02,3.130677342414855957e-01,9.999999403953552246e-01
2.041666666666666785e+01,1.282817000215832195e+02,2.877216339111328125e-01,1.000000000000000000e+00
2.042500000000000071e+01,1.283340598991430568e+02,2.621568143367767334e-01,1.000000000000000000e+00
2.043333333333333002e+01,1.283864197767028656e+02,2.363920211791992188e-01,1.000000000000000000e+00
2.044166666666666643e+01,1.284387796542627029e+02,2.104460448026657104e-01,1.000000000000000000e+00
2.044999999999999929e+01,1.284911395318225402e+02,1.843380928039550781e-01,1.000000000000000000e+00
2.045833333333332860e+01,1.285434994093823491e+02,1.580872386693954468e-01,9.999999403953552246e-01
2.046666666666666501e+01,1.285958592869421864e+02,1.317127197980880737e-01,1.000000000000000000e+00
2.047499999999999787e+01,1.286482191645020237e+02,1.052338406443595886e-01,1.000000000000000000e+00
2.048333333333333428e+01,1.287005790420618609e+02,7.867000252008438110e-02,1.000000000000000000e+00
2.049166666666666359e+01,1.287529389196216698e+02,5.204063653945922852e-02,1.000000000000000000e+00
2.050000000000000000e+01,1.288052987971815071e+02,2.536520734429359436e-02,9.999999403953552246e-01
2.050833333333333286e+01,1.288576586747413444e+02,-1.336805755272507668e-03,1.000000000000000000e+00
2.051666666666666572e+01,1.289100185523011817e+02,-2.804594114422798157e-02,1.000000000000000000e+00
2.052499999999999858e+01,1.289623784298609905e+02,-5.474271997809410095e-02,1.000000119209289551e+00
2.053333333333333144e+01,1.290147383074208278e+02,-8.140771836042404175e-02,9.999999403953552246e-01
2.054166666666666785e+01,1.290670981849806651e+02,-1.080215498805046082e-01,9.999999403953552246e-01
2.055000000000000071e+01,1.291194580625405024e+02,-1.345649361610412598e-01,9.999999403953552246e-01
2.055833333333333002e+01,1.291718179401003113e+02,-1.610186100006103516e-01,9.999999403953552246e-01
2.056666666666666643e+01,1.292241778176601485e+02,-1.873634904623031616e-01,9.999999403953552246e-01
2.057499999999999929e+01,1.292765376952199858e+02,-2.135805636644363403e-01,1.000000000000000000e+00
2.058333333333333570e+01,1.293288975727798231e+02,-2.396510690450668335e-01,1.000000000000000000e+00
2.059166666666666501e+01,1.293812574503396320e+02,-2.655561566352844238e-01,1.000000000000000000e+00
2.059999999999999787e+01,1.294336173278994693e+02,-2.912774682044982910e-01,9.999999403953552246e-01
2.060833333333333428e+01,1.294859772054593066e+02,-3.167966604232788086e-01,1.000000000000000000e+00
2.061666666666666714e+01,1.295383370830191438e+02,-3.420956730842590332e-01,9.999999403953552246e-01
2.062499999999999645e+01,1.295906969605789527e+02,-3.671567142009735107e-01,1.000000000000000000e+00
2.063333333333333286e+01,1.296430568381387900e+02,-3.919622302055358887e-01,9.999999403953552246e-01
2.064166666666666572e+01,1.296954167156986273e+02,-4.164949357509613037e-01,1.000000000000000000e+00
2.064999999999999858e+01,1.297477765932584362e+02,-4.407379329204559326e-01,9.999999403953552246e-01
2.065833333333333144e+01,1.298001364708182734e+02,-4.646746814250946045e-01,9.999999403953552246e-01
2.066666666666666430e+01,1.298524963483781107e+02,-4.882889688014984131e-01,9.999999403953552246e-01
2.067500000000000071e+01,1.299048562259379480e+02,-5.115650296211242676e-01,1.000000000000000000e+00
2.068333333333333002e+01,1.299572161034977569e+02,-5.344877243041992188e-01,1.000000000000000000e+00
2.069166666666666643e+01,1.300095759810575942e+02,-5.570421218872070312e-01,1.000000000000000000e+00
2.069999999999999929e+01,1.300619358586174314e+02,-5.792140960693359375e-01,1.000000000000000000e+00
2.070833333333333570e+01,1.301142957361772687e+02,-6.009901165962219238e-01,1.000000000000000000e+00
2.071666666666666501e+01,1.301666556137370776e+02,-6.223573684692382812e-01,1.000000119209289551e+00
2.072499999999999787e+01,1.302190154912969149e+02,-6.433038115501403809e-01,1.000000000000000000e+00
2.073333333333333428e+01,1.302713753688567522e+02,-6.638184785842895508e-01,9.999999403953552246e-01
2.074166666666666714e+01,1.303237352464165895e+02,-6.838912963867187500e-01,1.000000000000000000e+00
2.074999999999999645e+01,1.303760951239763983e+02,-7.035138607025146484e-01,1.000000000000000000e+00
2.075833333333333286e+01,1.304284550015362356e+02,-7.226790189743041992e-01,9.999999403953552246e-01
2.076666666666666572e+01,1.304808148790960729e+02,-7.413817644119262695e-01,9.999999403953552246e-01
2.077500000000000213e+01,1.305331747566559102e+02,-7.596189379692077637e-01,9.999999403953552246e-01
2.078333333333333144e+01,1.305855346342157191e+02,-7.773902416229248047e-01,9.999999403953552246e-01
2.079166666666666430e+01,1.306378945117755563e+02,-7.946984171867370605e-01,1.000000000000000000e+00
2.080000000000000071e+01,1.306902543893353936e+02,-8.115486502647399902e-01,9.999999403953552246e-01
2.080833333333333357e+01,1.307426142668952309e+02,-8.279476165771484375e-01,1.000000000000000000e+00
2.081666666666666288e+01,1.307949741444550398e+02,-8.438976407051086426e-01,1.000000000000000000e+00
2.082499999999999929e+01,1.308473340220148771e+02,-8.593788146972656250e-01,1.000000000000000000e+00
2.083333333333333215e+01,1.308996938995747144e+02,-8.743078112602233887e-01,1.000000000000000000e+00
2.084166666666666501e+01,1.309520537771345232e+02,-8.884643912315368652e-01,1.000000000000000000e+00
2.084999999999999787e+01,1.310044136546943605e+02,-9.015052914619445801e-01,1.000000000000000000e+00
2.085833333333333428e+01,1.310567735322541978e+02,-9.131595492362976074e-01,1.000000000000000000e+00
2.086666666666666714e+01,1.311091334098140351e+02,-9.233792424201965332e-01,1.000000000000000000e+00
2.087499999999999645e+01,1.311614932873738439e+02,-9.323164224624633789e-01,9.999999403953552246e-01
2.088333333333333286e+01,1.312138531649336812e+02,-9.402071237564086914e-01,1.000000000000000000e+00
2.089166666666666572e+01,1.312662130424935185e+02,-9.472724795341491699e-01,1.000000000000000000e+00
2.090000000000000213e+01,1.313185729200533558e+02,-9.536688923835754395e-01,9.999999403953552246e-01
2.090833333333333144e+01,1.313709327976131647e+02,-9.594808816909790039e-01,1.000000000000000000e+00
2.091666666666666430e+01,1.314232926751730020e+02,-9.647365808486938477e-01,1.000000000000000000e+00
2.092500000000000071e+01,1.314756525527328392e+02,-9.694275856018066406e-01,1.000000000000000000e+00
2.093333333333333357e+01,1.315280124302926765e+02,-9.735277295112609863e-01,9.999999403953552246e-01
2.094166666666666288e+01,1.315803723078524854e+02,-9.770083427429199219e-01,1.000000000000000000e+00
2.094999999999999929e+01,1.316327321854123227e+02,-9.798507690429687500e-01,1.000000000000000000e+00
2.095833333333333215e+01,1.316850920629721600e+02,-9.820537567138671875e-01,1.000000000000000000e+00
2.096666666666666856e+01,1.317374519405319973e+02,-9.836420416831970215e-01,9.999999403953552246e-01
2.097499999999999787e+01,1.317898118180918061e+02,-9.846710562705993652e-01,1.000000000000000000e+00
2.098333333333333073e+01,1.318421716956516434e+02,-9.852304458618164062e-01,1.000000000000000000e+00
2.099166666666666714e+01,1.318945315732114807e+02,-9.854464530944824219e-01,1.000000000000000000e+00
2.100000000000000000e+01,1.319468914507713180e+02,-9.854782223701477051e-01,1.000000000000000000e+00
2.100833333333333286e+01,1.319992513283311268e+02,-9.855108261108398438e-01,1.000000000000000000e+00
2.101666666666666572e+01,1.320516112058909641e+02,-9.857351183891296387e-01,1.000000000000000000e+00
2.102499999999999858e+01,1.321039710834508014e+02,-9.863126873970031738e-01,1.000000119209289551e+00
2.103333333333333499e+01,1.321563309610106387e+02,-9.873153567314147949e-01,1.000000000000000000e+00
2.104166666666666430e+01,1.322086908385704476e+02,-9.886392951011657715e-01,9.999999403953552246e-01
2.105000000000000071e+01,1.322610507161302849e+02,-9.898918271064758301e-01,1.000000000000000000e+00
2.105833333333333357e+01,1.323134105936901221e+02,-9.902707934379577637e-01,9.999999403953552246e-01
2.106666666666666288e+01,1.323657704712499310e+02,-9.884504675865173340e-01,9.999999403953552246e-01
2.107499999999999929e+01,1.324181303488097683e+02,-9.825010299682617188e-01,9.999999403953552246e-01
2.108333333333333215e+01,1.324704902263696056e+02,-9.698486328125000000e-01,1.000000000000000000e+00
2.109166666666666856e+01,1.325228501039294429e+02,-9.472649693489074707e-01,1.000000119209289551e+00
2.109999999999999787e+01,1.325752099814892517e+02,-9.108892679214477539e-01,1.000000000000000000e+00
2.110833333333333073e+01,1.326275698590490890e+02,-8.563925027847290039e-01,9.999998807907104492e-01
2.111666666666666714e+01,1.326799297366089263e+02,-7.797490358352661133e-01,1.000000000000000000e+00
2.112500000000000000e+01,1.327322896141687636e+02,-6.798520088195800781e-01,1.000000000000000000e+00
2.113333333333332931e+01,1.327846494917285725e+02,-5.648497343063354492e-01,1.000000000000000000e+00
2.114166666666666572e+01,1.328370093692884097e+02,-4.609248638153076172e-01,1.000000000000000000e+00
2.114999999999999858e+01,1.328893692468482470e+02,-4.091577529907226562e-01,9.999999403953552246e-01
2.115833333333333499e+01,1.329417291244080843e+02,-4.321698844432830811e-01,9.999998807907104492e-01
2.116666666666666430e+01,1.329940890019678932e+02,-5.088865160942077637e-01,9.999999403953552246e-01
2.117499999999999716e+01,1.330464488795277305e+02,-6.197540163993835449e-01,9.999999403953552246e-01
2.118333333333333357e+01,1.330988087570875678e+02,-7.544596195220947266e-01,1.000000000000000000e+00
2.119166666666666643e+01,1.331511686346474050e+02,-8.072374463081359863e-01,1.000000000000000000e+00
2.119999999999999929e+01,1.332035285122072139e+02,-7.167169451713562012e-01,1.000000000000000000e+00
2.120833333333333215e+01,1.332558883897670512e+02,-5.893058180809020996e-01,1.000000000000000000e+00
2.121666666666666501e+01,1.333082482673268885e+02,-6.031851172447204590e-01,1.000000000000000000e+00
2.122500000000000142e+01,1.333606081448867258e+02,-7.219536304473876953e-01,1.000000000000000000e+00
2.123333333333333073e+01,1.334129680224465346e+02,-7.403110861778259277e-01,1.000000119209289551e+00
2.124166666666666714e+01,1.334653279000063719e+02,-7.262095212936401367e-01,1.000000000000000000e+00
2.125000000000000000e+01,1.335176877775662092e+02,-7.090032696723937988e-01,9.999999403953552246e-01
2.125833333333332931e+01,1.335700476551260181e+02,-6.911286115646362305e-01,1.000000000000000000e+00
2.126666666666666572e+01,1.336224075326858554e+02,-6.728030443191528320e-01,9.999999403953552246e-01
2.127499999999999858e+01,1.336747674102456926e+02,-6.539999246597290039e-01,9.999999403953552246e-01
2.128333333333333499e+01,1.337271272878055299e+02,-6.347308158874511719e-01,1.000000000000000000e+00
2.129166666666666430e+01,1.337794871653653388e+02,-6.150111556053161621e-01,1.000000000000000000e+00
2.129999999999999716e+01,1.338318470429251761e+02,-5.948576927185058594e-01,1.000000000000000000e+00
2.130833333333333357e+01,1.338842069204850134e+02,-5.742875337600708008e-01,1.000000000000000000e+00
2.131666666666666643e+01,1.339365667980448507e+02,-5.533171892166137695e-01,1.000000000000000000e+00
2.132499999999999574e+01,1.339889266756046595e+02,-5.319634675979614258e-01,1.000000000000000000e+00
2.133333333333333215e+01,1.340412865531644968e+02,-5.102425813674926758e-01,9.999999403953552246e-01
2.134166666666666501e+01,1.340936464307243341e+02,-4.881707131862640381e-01,1.000000000000000000e+00
2.135000000000000142e+01,1.341460063082841714e+02,-4.657643437385559082e-01,1.000000000000000000e+00
2.135833333333333073e+01,1.341983661858439802e+02,-4.430395066738128662e-01,1.000000000000000000e+00
2.136666666666666359e+01,1.342507260634038175e+02,-4.200124740600585938e-01,1.000000000000000000e+00
2.137500000000000000e+01,1.343030859409636548e+02,-3.966994285583496094e-01,9.999998807907104492e-01
2.138333333333333286e+01,1.343554458185234921e+02,-3.731164932250976562e-01,1.000000000000000000e+00
2.139166666666666572e+01,1.344078056960833010e+02,-3.492800593376159668e-01,9.999999403953552246e-01
2.139999999999999858e+01,1.344601655736431383e+02,-3.252064883708953857e-01,1.000000000000000000e+00
2.140833333333333499e+01,1.345125254512029755e+02,-3.009118735790252686e-01,1.000000000000000000e+00
2.141666666666666785e+01,1.345648853287628128e+02,-2.764127552509307861e-01,1.000000119209289551e+00
2.142499999999999716e+01,1.346172452063226217e+02,-2.517256438732147217e-01,9.999999403953552246e-01
2.143333333333333357e+01,1.346696050838824590e+02,-2.268667668104171753e-01,1.000000000000000000e+00
2.144166666666666643e+01,1.347219649614422963e+02,-2.018529027700424194e-01,1.000000000000000000e+00
2.144999999999999574e+01,1.347743248390021051e+02,-1.767003983259201050e-01,9.999999403953552246e-01
2.145833333333333215e+01,1.348266847165619424e+02,-1.514260023832321167e-01,1.000000000000000000e+00
2.146666666666666501e+01,1.348790445941217797e+02,-1.260462105274200439e-01,9.999999403953552246e-01
2.147500000000000142e+01,1.349314044716816170e+02,-1.005776673555374146e-01,1.000000000000000000e+00
2.148333333333333073e+01,1.349837643492414259e+02,-7.503702491521835327e-02,1.000000000000000000e+00
2.149166666666666359e+01,1.350361242268012631e+02,-4.944092780351638794e-02,9.999999403953552246e-01
2.150000000000000000e+01,1.350884841043611004e+02,-2.380602061748504639e-02,1.000000000000000000e+00
2.150833333333333286e+01,1.351408439819209377e+02,1.851072534918785095e-03,9.999999403953552246e-01
2.151666666666666217e+01,1.351932038594807466e+02,2.751372568309307098e-02,1.000000000000000000e+00
2.152499999999999858e+01,1.352455637370405839e+02,5.316536501049995422e-02,1.000000000000000000e+00
2.153333333333333144e+01,1.352979236146004212e+02,7.878942787647247314e-02,1.000000000000000000e+00
2.154166666666666785e+01,1.353502834921602584e+02,1.043694019317626953e-01,1.000000000000000000e+00
2.154999999999999716e+01,1.354026433697200673e+02,1.298888772726058960e-01,9.999998807907104492e-01
2.155833333333333357e+01,1.354550032472799046e+02,1.553314030170440674e-01,1.000000000000000000e+00
2.156666666666666643e+01,1.355073631248397419e+02,1.806807518005371094e-01,1.000000000000000000e+00
2.157499999999999929e+01,1.355597230023995792e+02,2.059206962585449219e-01,1.000000000000000000e+00
2.158333333333333215e+01,1.356120828799593880e+02,2.310350388288497925e-01,1.000000000000000000e+00
2.159166666666666501e+01,1.356644427575192253e+02,2.560078799724578857e-01,9.999999403953552246e-01
2.160000000000000142e+01,1.357168026350790626e+02,2.808233201503753662e-01,9.999999403953552246e-01
2.160833333333333428e+01,1.357691625126388999e+02,3.054656684398651123e-01,1.000000000000000000e+00
2.161666666666666359e+01,1.358215223901987088e+02,3.299193382263183594e-01,9.999999403953552246e-01
2.162500000000000000e+01,1.358738822677585460e+02,3.541688919067382812e-01,1.000000000000000000e+00
2.163333333333333286e+01,1.359262421453183833e+02,3.781991899013519287e-01,1.000000000000000000e+00
2.164166666666666217e+01,1.359786020228781922e+02,4.019952714443206787e-01,1.000000000000000000e+00
2.164999999999999858e+01,1.360309619004380295e+02,4.255424439907073975e-01,9.999999403953552246e-01
2.165833333333333144e+01,1.360833217779978668e+02,4.488262236118316650e-01,1.000000000000000000e+00
2.166666666666666785e+01,1.361356816555577041e+02,4.718325138092041016e-01,1.000000119209289551e+00
2.167499999999999716e+01,1.361880415331175129e+02,4.945474565029144287e-01,1.000000000000000000e+00
2.168333333333333002e+01,1.362404014106773502e+02,5.169577598571777344e-01,1.000000000000000000e+00
2.169166666666666643e+01,1.362927612882371875e+02,5.390504002571105957e-01,9.999999403953552246e-01
2.169999999999999929e+01,1.363451211657970248e+02,5.608129501342773438e-01,1.000000000000000000e+00
2.170833333333333215e+01,1.363974810433568337e+02,5.822336673736572266e-01,1.000000000000000000e+00
2.171666666666666501e+01,1.364498409209166709e+02,6.033014655113220215e-01,1.000000000000000000e+00
2.172499999999999787e+01,1.365022007984765082e+02,6.240060329437255859e-01,1.000000000000000000e+00
2.173333333333333428e+01,1.365545606760363455e+02,6.443382501602172852e-01,1.000000000000000000e+00
2.174166666666666359e+01,1.366069205535961544e+02,6.642899513244628906e-01,1.000000000000000000e+00
2.175000000000000000e+01,1.366592804311559917e+02,6.838548779487609863e-01,1.000000000000000000e+00
2.175833333333333286e+01,1.367116403087158290e+02,7.030285596847534180e-01,1.000000000000000000e+00
2.176666666666666927e+01,1.367640001862756662e+02,7.218084335327148438e-01,9.999999403953552246e-01
2.177499999999999858e+01,1.368163600638354751e+02,7.401953935623168945e-01,9.999999403953552246e-01
2.178333333333333144e+01,1.368687199413953124e+02,7.581932544708251953e-01,9.999999403953552246e-01
2.179166666666666785e+01,1.369210798189551497e+02,7.758099436759948730e-01,1.000000000000000000e+00
2.180000000000000071e+01,1.369734396965149870e+02,7.930563688278198242e-01,1.000000000000000000e+00
2.180833333333333002e+01,1.370257995740747958e+02,8.099431395530700684e-01,1.000000000000000000e+00
2.181666666666666643e+01,1.370781594516346331e+02,8.264679908752441406e-01,1.000000000000000000e+00
2.182499999999999929e+01,1.371305193291944704e+02,8.425806164741516113e-01,9.999999403953552246e-01
2.183333333333332860e+01,1.371828792067542793e+02,8.581039309501647949e-01,9.999999403953552246e-01
2.184166666666666501e+01,1.372352390843141166e+02,8.726806640625000000e-01,1.000000000000000000e+00
2.184999999999999787e+01,1.372875989618739538e+02,8.859327435493469238e-01,9.999999403953552246e-01
2.185833333333333428e+01,1.373399588394337911e+02,8.976909518241882324e-01,1.000000119209289551e+00
2.186666666666666359e+01,1.373923187169936000e+02,9.080408215522766113e-01,1.000000000000000000e+00
2.187499999999999645e+01,1.374446785945534373e+02,9.172138571739196777e-01,1.000000000000000000e+00
2.188333333333333286e+01,1.374970384721132746e+02,9.254615902900695801e-01,1.000000000000000000e+00
2.189166666666666572e+01,1.375493983496731119e+02,9.329800009727478027e-01,9.999999403953552246e-01
2.189999999999999858e+01,1.376017582272329207e+02,9.398857951164245605e-01,1.000000000000000000e+00
2.190833333333333144e+01,1.376541181047927580e+02,9.462255835533142090e-01,9.999999403953552246e-01
2.191666666666666785e+01,1.377064779823525953e+02,9.519950747489929199e-01,1.000000000000000000e+00
2.192500000000000071e+01,1.377588378599124326e+02,9.571619033813476562e-01,9.999999403953552246e-01
2.193333333333333002e+01,1.378111977374722414e+02,9.616822600364685059e-01,9.999998807907104492e-01
2.194166666666666643e+01,1.378635576150320787e+02,9.655159115791320801e-01,9.999999403953552246e-01
2.194999999999999929e+01,1.379159174925919160e+02,9.686372876167297363e-01,9.999998807907104492e-01
2.195833333333333570e+01,1.379682773701517533e+02,9.710443615913391113e-01,1.000000000000000000e+00
2.196666666666666501e+01,1.380206372477115622e+02,9.727668762207031250e-01,1.000000119209289551e+00
2.197499999999999787e+01,1.380729971252713995e+02,9.738712310791015625e-01,1.000000000000000000e+00
2.198333333333333428e+01,1.381253570028312367e+02,9.744631052017211914e-01,9.999999403953552246e-01
2.199166666666666714e+01,1.381777168803910740e+02,9.746870994567871094e-01,1.000000000000000000e+00
2.199999999999999645e+01,1.382300767579508829e+02,9.747194647789001465e-01,1.000000000000000000e+00
2.200833333333333286e+01,1.382824366355107202e+02,9.747501611709594727e-01,1.000000000000000000e+00
2.201666666666666572e+01,1.383347965130705575e+02,9.749498367309570312e-01,1.000000000000000000e+00
2.202500000000000213e+01,1.383871563906303948e+02,9.754120707511901855e-01,1.000000000000000000e+00
2.203333333333333144e+01,1.384395162681902036e+02,9.760674834251403809e-01,1.000000000000000000e+00
2.204166666666666430e+01,1.384918761457500409e+02,9.765741229057312012e-01,1.000000000000000000e+00
2.205000000000000071e+01,1.385442360233098782e+02,9.761965870857238770e-01,1.000000000000000000e+00
2.205833333333333002e+01,1.385965959008696871e+02,9.736986160278320312e-01,1.000000000000000000e+00
2.206666666666666643e+01,1.386489557784295243e+02,9.672843813896179199e-01,1.000000000000000000e+00
2.207499999999999929e+01,1.387013156559893616e+02,9.546041488647460938e-01,1.000000000000000000e+00
2.208333333333333215e+01,1.387536755335491989e+02,9.328306317329406738e-01,9.999999403953552246e-01
2.209166666666666501e+01,1.388060354111090078e+02,8.988022208213806152e-01,9.999999403953552246e-01
2.209999999999999787e+01,1.388583952886688451e+02,8.492879867553710938e-01,1.000000000000000000e+00
2.210833333333333428e+01,1.389107551662286824e+02,7.816652655601501465e-01,9.999999403953552246e-01
2.211666666666666714e+01,1.389631150437885196e+02,6.957921385765075684e-01,1.000000000000000000e+00
2.212499999999999645e+01,1.390154749213483285e+02,5.984362959861755371e-01,1.000000000000000000e+00
2.213333333333333286e+01,1.390678347989081658e+02,5.100173950195312500e-01,9.999999403953552246e-01
2.214166666666666572e+01,1.391201946764680031e+02,4.642347395420074463e-01,9.999999403953552246e-01
2.215000000000000213e+01,1.391725545540278404e+02,4.827625453472137451e-01,9.999999403953552246e-01
2.215833333333333144e+01,1.392249144315876492e+02,5.482251644134521484e-01,9.999999403953552246e-01
2.216666666666666430e+01,1.392772743091474865e+02,6.393488049507141113e-01,1.000000000000000000e+00
2.217500000000000071e+01,1.393296341867073238e+02,7.527295351028442383e-01,1.000000000000000000e+00
