sample_index,t_over_T,phase_fraction,a_plus_abs,a_minus_abs
1.720000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00,2.363130217418074608e-03,1.000039935111999512e+00
1.730000000000000000e+02,4.325000000000000000e+01,2.500000000000000000e-01,3.904445767402648926e-01,9.206730723381042480e-01
1.740000000000000000e+02,4.350000000000000000e+01,5.000000000000000000e-01,7.088276743888854980e-01,7.054432034492492676e-01
1.750000000000000000e+02,4.375000000000000000e+01,7.500000000000000000e-01,9.188282489776611328e-01,3.947689831256866455e-01
1.760000000000000000e+02,4.400000000000000000e+01,0.000000000000000000e+00,1.000041127204895020e+00,2.426751889288425446e-03
1.770000000000000000e+02,4.425000000000000000e+01,2.500000000000000000e-01,9.206955432891845703e-01,3.903949558734893799e-01
1.780000000000000000e+02,4.450000000000000000e+01,5.000000000000000000e-01,7.053996324539184570e-01,7.088730335235595703e-01
1.790000000000000000e+02,4.475000000000000000e+01,7.500000000000000000e-01,3.948308825492858887e-01,9.188029170036315918e-01
1.800000000000000000e+02,4.500000000000000000e+01,0.000000000000000000e+00,2.486908575519919395e-03,1.000042200088500977e+00
1.810000000000000000e+02,4.525000000000000000e+01,2.500000000000000000e-01,3.903381526470184326e-01,9.207207560539245605e-01
1.820000000000000000e+02,4.550000000000000000e+01,5.000000000000000000e-01,7.089122533798217773e-01,7.053613662719726562e-01
1.830000000000000000e+02,4.575000000000000000e+01,7.500000000000000000e-01,9.187894463539123535e-01,3.948656022548675537e-01
1.840000000000000000e+02,4.600000000000000000e+01,0.000000000000000000e+00,1.000043153762817383e+00,2.531015081331133842e-03
1.850000000000000000e+02,4.625000000000000000e+01,2.500000000000000000e-01,9.207360744476318359e-01,3.903047740459442139e-01
1.860000000000000000e+02,4.650000000000000000e+01,5.000000000000000000e-01,7.053353190422058105e-01,7.089397907257080078e-01
1.870000000000000000e+02,4.675000000000000000e+01,7.500000000000000000e-01,3.949072360992431641e-01,9.187722206115722656e-01
1.880000000000000000e+02,4.700000000000000000e+01,0.000000000000000000e+00,2.573699224740266800e-03,1.000043749809265137e+00
1.890000000000000000e+02,4.725000000000000000e+01,2.500000000000000000e-01,3.902605772018432617e-01,9.207556843757629395e-01
1.900000000000000000e+02,4.750000000000000000e+01,5.000000000000000000e-01,7.089754939079284668e-01,7.053002715110778809e-01
1.910000000000000000e+02,4.775000000000000000e+01,7.500000000000000000e-01,9.187519550323486328e-01,3.949568271636962891e-01
1.920000000000000000e+02,4.800000000000000000e+01,0.000000000000000000e+00,1.000044703483581543e+00,2.630894538015127182e-03
1.930000000000000000e+02,4.825000000000000000e+01,2.500000000000000000e-01,9.207772612571716309e-01,3.902122974395751953e-01
1.940000000000000000e+02,4.850000000000000000e+01,5.000000000000000000e-01,7.052567005157470703e-01,7.090205550193786621e-01
1.950000000000000000e+02,4.875000000000000000e+01,7.500000000000000000e-01,3.950120210647583008e-01,9.187292456626892090e-01
1.960000000000000000e+02,4.900000000000000000e+01,0.000000000000000000e+00,2.689025597646832466e-03,1.000045299530029297e+00
1.970000000000000000e+02,4.925000000000000000e+01,2.500000000000000000e-01,3.901578485965728760e-01,9.208012223243713379e-01
1.980000000000000000e+02,4.950000000000000000e+01,5.000000000000000000e-01,7.090644836425781250e-01,7.052137851715087891e-01
1.990000000000000000e+02,4.975000000000000000e+01,7.500000000000000000e-01,9.187107682228088379e-01,3.950578272342681885e-01
