sample_index,t_over_T,phase_fraction,a_plus_abs,a_minus_abs
2.290000000000000000e+02,5.725000000000000000e+01,2.500000000000000000e-01,9.082558155059814453e-01,4.185487627983093262e-01
2.300000000000000000e+02,5.750000000000000000e+01,5.000000000000000000e-01,7.055274248123168945e-01,7.087621688842773438e-01
2.310000000000000000e+02,5.775000000000000000e+01,7.500000000000000000e-01,4.218295812606811523e-01,9.067377448081970215e-01
2.320000000000000000e+02,5.800000000000000000e+01,0.000000000000000000e+00,7.054060697555541992e-02,9.975658059120178223e-01
2.330000000000000000e+02,5.825000000000000000e+01,2.500000000000000000e-01,3.259810805320739746e-01,9.454365372657775879e-01
2.340000000000000000e+02,5.850000000000000000e+01,5.000000000000000000e-01,7.982468605041503906e-01,6.024255752563476562e-01
2.350000000000000000e+02,5.875000000000000000e+01,7.500000000000000000e-01,8.534963726997375488e-01,5.212095379829406738e-01
2.360000000000000000e+02,5.900000000000000000e+01,0.000000000000000000e+00,9.786632061004638672e-01,2.057524472475051880e-01
2.370000000000000000e+02,5.925000000000000000e+01,2.500000000000000000e-01,9.662050604820251465e-01,2.579994797706604004e-01
2.380000000000000000e+02,5.950000000000000000e+01,5.000000000000000000e-01,4.880905747413635254e-01,8.728598356246948242e-01
2.390000000000000000e+02,5.975000000000000000e+01,7.500000000000000000e-01,6.183383464813232422e-01,7.859866023063659668e-01
2.400000000000000000e+02,6.000000000000000000e+01,0.000000000000000000e+00,3.371378779411315918e-01,9.415174722671508789e-01
