t_over_T,t,sigma_x_magnus4,sigma_x_rk4,norm_magnus4,norm_rk4
6.625000000000000888e-01,4.162610266006476323e+00,-6.415975093841552734e-01,-6.416509747505187988e-01,1.000000596046447754e+00,9.999591708183288574e-01
6.750000000000000444e-01,4.241150082346220707e+00,-4.964636564254760742e-01,-4.966481328010559082e-01,1.000000596046447754e+00,9.999584555625915527e-01
6.874999999999998890e-01,4.319689898685965090e+00,-3.839633762836456299e-01,-3.839875459671020508e-01,1.000000715255737305e+00,9.999577999114990234e-01
6.999999999999999556e-01,4.398229715025710362e+00,-5.163048505783081055e-01,-5.161386132240295410e-01,1.000000596046447754e+00,9.999572038650512695e-01
7.125000000000000222e-01,4.476769531365455634e+00,-7.248834967613220215e-01,-7.247731089591979980e-01,1.000000596046447754e+00,9.999567866325378418e-01
7.249999999999999778e-01,4.555309347705200018e+00,-7.619687914848327637e-01,-7.620618939399719238e-01,1.000000596046447754e+00,9.999563694000244141e-01
7.374999999999999334e-01,4.633849164044944402e+00,-6.395770311355590820e-01,-6.397450566291809082e-01,1.000000596046447754e+00,9.999560117721557617e-01
7.500000000000000000e-01,4.712388980384689674e+00,-5.587550997734069824e-01,-5.587955117225646973e-01,1.000000715255737305e+00,9.999557733535766602e-01
7.625000000000000666e-01,4.790928796724434946e+00,-6.331982016563415527e-01,-6.330787539482116699e-01,1.000000596046447754e+00,9.999555945396423340e-01
7.750000000000000222e-01,4.869468613064179330e+00,-7.882524132728576660e-01,-7.881109714508056641e-01,1.000000596046447754e+00,9.999554157257080078e-01
7.874999999999999778e-01,4.948008429403923714e+00,-8.868050575256347656e-01,-8.867768049240112305e-01,1.000000596046447754e+00,9.999552369117736816e-01
8.000000000000000444e-01,5.026548245743668986e+00,-8.751539587974548340e-01,-8.752501010894775391e-01,1.000000596046447754e+00,9.999551773071289062e-01
8.125000000000001110e-01,5.105088062083414258e+00,-8.032389283180236816e-01,-8.033704161643981934e-01,1.000000596046447754e+00,9.999551773071289062e-01
8.249999999999999556e-01,5.183627878423158641e+00,-7.506543993949890137e-01,-7.507272362709045410e-01,1.000000596046447754e+00,9.999551177024841309e-01
8.374999999999999112e-01,5.262167694762903025e+00,-7.583882808685302734e-01,-7.583690881729125977e-01,1.000000596046447754e+00,9.999551177024841309e-01
